333112	Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing 
33312	Construction Machinery ManufacturingT 
333120	Construction Machinery Manufacturing
33313	Mining and Oil and Gas Field Machinery ManufacturingT 
333131	Mining Machinery and Equipment Manufacturing 
333132	Oil and Gas Field Machinery and Equipment Manufacturing 
3332	Industrial Machinery ManufacturingT 
33324	Industrial Machinery ManufacturingT 
333241	Food Product Machinery Manufacturing 
333242	Semiconductor Machinery Manufacturing 
333243	Sawmill, Woodworking, and Paper Machinery Manufacturing 
333248	All Other Industrial Machinery Manufacturing 
3333	Commercial and Service Industry Machinery ManufacturingT 
33331	Commercial and Service Industry Machinery ManufacturingT 
333310	Commercial and Service Industry Machinery Manufacturing 
3334	Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment ManufacturingT 
33341	Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment ManufacturingT 
333413	Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing 
333414	Heating Equipment (except Warm Air Furnaces) Manufacturing 
333415	Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing 
3335	Metalworking Machinery ManufacturingT 
33351	Metalworking Machinery ManufacturingT 
333511	Industrial Mold Manufacturing 
333514	Special Die and Tool, Die Set, Jig, and Fixture Manufacturing 
333515	Cutting Tool and Machine Tool Accessory Manufacturing 
333517	Machine Tool Manufacturing 
333519	Rolling Mill and Other Metalworking Machinery Manufacturing 
3336	Engine, Turbine, and Power Transmission Equipment ManufacturingT 
33361	Engine, Turbine, and Power Transmission Equipment ManufacturingT 
333611	Turbine and Turbine Generator Set Units Manufacturing 
333612	Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing 
333613	Mechanical Power Transmission Equipment Manufacturing 
333618	Other Engine Equipment Manufacturing 
3339	Other General Purpose Machinery ManufacturingT 
33391	Pump and Compressor ManufacturingT 
333912	Air and Gas Compressor Manufacturing 
333914	Measuring, Dispensing, and Other Pumping Equipment Manufacturing 
33392	Material Handling Equipment ManufacturingT 
333921	Elevator and Moving Stairway Manufacturing 
333922	Conveyor and Conveying Equipment Manufacturing 
333923	Overhead Traveling Crane, Hoist, and Monorail System Manufacturing 
333924	Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing 
33399	All Other General Purpose Machinery ManufacturingT 
333991	Power-Driven Handtool Manufacturing 
333992	Welding and Soldering Equipment Manufacturing 
333993	Packaging Machinery Manufacturing 
333994	Industrial Process Furnace and Oven Manufacturing 
333995	Fluid Power Cylinder and Actuator Manufacturing 
333996	Fluid Power Pump and Motor Manufacturing 
333998	All Other Miscellaneous General Purpose Machinery Manufacturing 
334	Computer and Electronic Product ManufacturingT 
3341	Computer and Peripheral Equipment ManufacturingT 
33411	Computer and Peripheral Equipment ManufacturingT 
334111	Electronic Computer Manufacturing 
334112	Computer Storage Device Manufacturing 
334118	Computer Terminal and Other Computer Peripheral Equipment Manufacturing 
3342	Communications Equipment ManufacturingT 
33421	Telephone Apparatus ManufacturingT 
334210	Telephone Apparatus Manufacturing
33422	Radio and Television Broadcasting and Wireless Communications Equipment ManufacturingT 
334220	Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
33429	Other Communications Equipment ManufacturingT 
334290	Other Communications Equipment Manufacturing
3343	Audio and Video Equipment ManufacturingT 
33431	Audio and Video Equipment ManufacturingT 
334310	Audio and Video Equipment Manufacturing
3344	Semiconductor and Other Electronic Component ManufacturingT 
33441	Semiconductor and Other Electronic Component ManufacturingT 
334412	Bare Printed Circuit Board Manufacturing  
334413	Semiconductor and Related Device Manufacturing 
334416	Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing 
334417	Electronic Connector Manufacturing 
334418	Printed Circuit Assembly (Electronic Assembly) Manufacturing 
334419	Other Electronic Component Manufacturing 
3345	Navigational, Measuring, Electromedical, and Control Instruments ManufacturingT 
33451	Navigational, Measuring, Electromedical, and Control Instruments ManufacturingT 
334510	Electromedical and Electrotherapeutic Apparatus Manufacturing 
334511	Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing 
334512	Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use 
334513	Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables 
334514	Totalizing Fluid Meter and Counting Device Manufacturing 
334515	Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals 
334516	Analytical Laboratory Instrument Manufacturing 
334517	Irradiation Apparatus Manufacturing 
334519	Other Measuring and Controlling Device Manufacturing 
3346	Manufacturing and Reproducing Magnetic and Optical MediaT 
33461	Manufacturing and Reproducing Magnetic and Optical MediaT 
334610	Manufacturing and Reproducing Magnetic and Optical Media 
335	Electrical Equipment, Appliance, and Component ManufacturingT 
3351	Electric Lighting Equipment ManufacturingT 
33513	Electric Lighting Equipment ManufacturingT 
335131	Residential Electric Lighting Fixture Manufacturing 
335132	Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing 
335139	Electric Lamp Bulb and Other Lighting Equipment Manufacturing 
3352	Household Appliance ManufacturingT 
33521	Small Electrical Appliance ManufacturingT 
335210	Small Electrical Appliance Manufacturing
33522	Major Household Appliance ManufacturingT 
335220	Major Household Appliance Manufacturing 
3353	Electrical Equipment ManufacturingT 
33531	Electrical Equipment ManufacturingT 
335311	Power, Distribution, and Specialty Transformer Manufacturing 
335312	Motor and Generator Manufacturing 
335313	Switchgear and Switchboard Apparatus Manufacturing 
335314	Relay and Industrial Control Manufacturing 
3359	Other Electrical Equipment and Component ManufacturingT 
33591	Battery ManufacturingT 
335910	Battery Manufacturing 
33592	Communication and Energy Wire and Cable ManufacturingT 
335921	Fiber Optic Cable Manufacturing 
335929	Other Communication and Energy Wire Manufacturing 
33593	Wiring Device ManufacturingT 
335931	Current-Carrying Wiring Device Manufacturing 
335932	Noncurrent-Carrying Wiring Device Manufacturing 
33599	All Other Electrical Equipment and Component ManufacturingT 
335991	Carbon and Graphite Product Manufacturing 
335999	All Other Miscellaneous Electrical Equipment and Component Manufacturing 
336	Transportation Equipment ManufacturingT 
3361	Motor Vehicle ManufacturingT 
33611	Automobile and Light Duty Motor Vehicle ManufacturingT 
336110	Automobile and Light Duty Motor Vehicle Manufacturing 
33612	Heavy Duty Truck ManufacturingT 
336120	Heavy Duty Truck Manufacturing
3362	Motor Vehicle Body and Trailer ManufacturingT 
33621	Motor Vehicle Body and Trailer ManufacturingT 
336211	Motor Vehicle Body Manufacturing 
336212	Truck Trailer Manufacturing 
336213	Motor Home Manufacturing 
336214	Travel Trailer and Camper Manufacturing 
3363	Motor Vehicle Parts ManufacturingT 
33631	Motor Vehicle Gasoline Engine and Engine Parts ManufacturingT 
336310	Motor Vehicle Gasoline Engine and Engine Parts Manufacturing
33632	Motor Vehicle Electrical and Electronic Equipment ManufacturingT 
336320	Motor Vehicle Electrical and Electronic Equipment Manufacturing
33633	Motor Vehicle Steering and Suspension Components (except Spring) ManufacturingT 
336330	Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing
33634	Motor Vehicle Brake System ManufacturingT 
336340	Motor Vehicle Brake System Manufacturing
33635	Motor Vehicle Transmission and Power Train Parts ManufacturingT 
336350	Motor Vehicle Transmission and Power Train Parts Manufacturing
33636	Motor Vehicle Seating and Interior Trim ManufacturingT 
336360	Motor Vehicle Seating and Interior Trim Manufacturing
33637	Motor Vehicle Metal StampingT 
336370	Motor Vehicle Metal Stamping
33639	Other Motor Vehicle Parts ManufacturingT 
336390	Other Motor Vehicle Parts Manufacturing
3364	Aerospace Product and Parts ManufacturingT 
33641	Aerospace Product and Parts ManufacturingT 
336411	Aircraft Manufacturing 
336412	Aircraft Engine and Engine Parts Manufacturing 
336413	Other Aircraft Parts and Auxiliary Equipment Manufacturing 
336414	Guided Missile and Space Vehicle Manufacturing 
336415	Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing 
336419	Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing 
3365	Railroad Rolling Stock ManufacturingT 
33651	Railroad Rolling Stock ManufacturingT 
336510	Railroad Rolling Stock Manufacturing
3366	Ship and Boat BuildingT 
33661	Ship and Boat BuildingT 
336611	Ship Building and Repairing 
336612	Boat Building 
3369	Other Transportation Equipment ManufacturingT 
33699	Other Transportation Equipment ManufacturingT 
336991	Motorcycle, Bicycle, and Parts Manufacturing 
336992	Military Armored Vehicle, Tank, and Tank Component Manufacturing 
336999	All Other Transportation Equipment Manufacturing 
337	Furniture and Related Product ManufacturingT 
3371	Household and Institutional Furniture and Kitchen Cabinet ManufacturingT 
33711	Wood Kitchen Cabinet and Countertop ManufacturingT 
337110	Wood Kitchen Cabinet and Countertop Manufacturing
33712	Household and Institutional Furniture ManufacturingT 
337121	Upholstered Household Furniture Manufacturing 
337122	Nonupholstered Wood Household Furniture Manufacturing 
337126	Household Furniture (except Wood and Upholstered) Manufacturing 
337127	Institutional Furniture Manufacturing 
3372	Office Furniture (including Fixtures) ManufacturingT 
33721	Office Furniture (including Fixtures) ManufacturingT 
337211	Wood Office Furniture Manufacturing 
337212	Custom Architectural Woodwork and Millwork Manufacturing 
337214	Office Furniture (except Wood) Manufacturing 
337215	Showcase, Partition, Shelving, and Locker Manufacturing 
3379	Other Furniture Related Product ManufacturingT 
33791	Mattress ManufacturingT 
337910	Mattress Manufacturing
33792	Blind and Shade ManufacturingT 
337920	Blind and Shade Manufacturing
339	Miscellaneous ManufacturingT 
3391	Medical Equipment and Supplies ManufacturingT 
33911	Medical Equipment and Supplies ManufacturingT 
339112	Surgical and Medical Instrument Manufacturing 
339113	Surgical Appliance and Supplies Manufacturing 
339114	Dental Equipment and Supplies Manufacturing 
339115	Ophthalmic Goods Manufacturing 
339116	Dental Laboratories 
3399	Other Miscellaneous ManufacturingT 
33991	Jewelry and Silverware ManufacturingT 
339910	Jewelry and Silverware Manufacturing 
33992	Sporting and Athletic Goods ManufacturingT 
339920	Sporting and Athletic Goods Manufacturing
33993	Doll, Toy, and Game ManufacturingT 
339930	Doll, Toy, and Game Manufacturing
33994	Office Supplies (except Paper) ManufacturingT 
339940	Office Supplies (except Paper) Manufacturing
33995	Sign ManufacturingT 
339950	Sign Manufacturing
33999	All Other Miscellaneous ManufacturingT 
339991	Gasket, Packing, and Sealing Device Manufacturing 
339992	Musical Instrument Manufacturing 
339993	Fastener, Button, Needle, and Pin Manufacturing 
339994	Broom, Brush, and Mop Manufacturing 
339995	Burial Casket Manufacturing 
339999	All Other Miscellaneous Manufacturing 
	
42	Wholesale TradeT
423	Merchant Wholesalers, Durable Goods 
4231	Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers 
42311	Automobile and Other Motor Vehicle Merchant Wholesalers 
423110	Automobile and Other Motor Vehicle Merchant Wholesalers 
42312	Motor Vehicle Supplies and New Parts Merchant Wholesalers 
423120	Motor Vehicle Supplies and New Parts Merchant Wholesalers 
42313	Tire and Tube Merchant Wholesalers 
423130	Tire and Tube Merchant Wholesalers 
42314	Motor Vehicle Parts (Used) Merchant Wholesalers 
423140	Motor Vehicle Parts (Used) Merchant Wholesalers 
4232	Furniture and Home Furnishing Merchant Wholesalers 
42321	Furniture Merchant Wholesalers 
423210	Furniture Merchant Wholesalers 
42322	Home Furnishing Merchant Wholesalers 
423220	Home Furnishing Merchant Wholesalers 
4233	Lumber and Other Construction Materials Merchant Wholesalers 
42331	Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers 
423310	Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers 
42332	Brick, Stone, and Related Construction Material Merchant Wholesalers 
423320	Brick, Stone, and Related Construction Material Merchant Wholesalers 
42333	Roofing, Siding, and Insulation Material Merchant Wholesalers 
423330	Roofing, Siding, and Insulation Material Merchant Wholesalers 
42339	Other Construction Material Merchant Wholesalers 
423390	Other Construction Material Merchant Wholesalers 
4234	Professional and Commercial Equipment and Supplies Merchant Wholesalers 
42341	Photographic Equipment and Supplies Merchant Wholesalers 
423410	Photographic Equipment and Supplies Merchant Wholesalers 
42342	Office Equipment Merchant Wholesalers 
423420	Office Equipment Merchant Wholesalers 
42343	Computer and Computer Peripheral Equipment and Software Merchant Wholesalers 
423430	Computer and Computer Peripheral Equipment and Software Merchant Wholesalers 
42344	Other Commercial Equipment Merchant Wholesalers 
423440	Other Commercial Equipment Merchant Wholesalers 
42345	Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers 
423450	Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers 
42346	Ophthalmic Goods Merchant Wholesalers 
423460	Ophthalmic Goods Merchant Wholesalers 
42349	Other Professional Equipment and Supplies Merchant Wholesalers 
423490	Other Professional Equipment and Supplies Merchant Wholesalers 
4235	Metal and Mineral (except Petroleum) Merchant Wholesalers 
42351	Metal Service Centers and Other Metal Merchant Wholesalers 
423510	Metal Service Centers and Other Metal Merchant Wholesalers 
42352	Coal and Other Mineral and Ore Merchant Wholesalers 
423520	Coal and Other Mineral and Ore Merchant Wholesalers 
4236	Household Appliances and Electrical and Electronic Goods Merchant Wholesalers 
42361	Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers 
423610	Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers 
42362	Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers 
423620	Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers 
42369	Other Electronic Parts and Equipment Merchant Wholesalers 
423690	Other Electronic Parts and Equipment Merchant Wholesalers 
4237	Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers 
42371	Hardware Merchant Wholesalers 
423710	Hardware Merchant Wholesalers 
42372	Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers 
423720	Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers 
42373	Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers 
423730	Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers 
42374	Refrigeration Equipment and Supplies Merchant Wholesalers 
423740	Refrigeration Equipment and Supplies Merchant Wholesalers 
4238	Machinery, Equipment, and Supplies Merchant Wholesalers 
42381	Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers 
423810	Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers 
42382	Farm and Garden Machinery and Equipment Merchant Wholesalers 
423820	Farm and Garden Machinery and Equipment Merchant Wholesalers 
42383	Industrial Machinery and Equipment Merchant Wholesalers 
423830	Industrial Machinery and Equipment Merchant Wholesalers 
42384	Industrial Supplies Merchant Wholesalers 
423840	Industrial Supplies Merchant Wholesalers
42385	Service Establishment Equipment and Supplies Merchant Wholesalers 
423850	Service Establishment Equipment and Supplies Merchant Wholesalers 
42386	Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers 
423860	Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers 
4239	Miscellaneous Durable Goods Merchant Wholesalers 
42391	Sporting and Recreational Goods and Supplies Merchant Wholesalers
423910	Sporting and Recreational Goods and Supplies Merchant Wholesalers 
42392	Toy and Hobby Goods and Supplies Merchant Wholesalers 
423920	Toy and Hobby Goods and Supplies Merchant Wholesalers 
42393	Recyclable Material Merchant Wholesalers 
423930	Recyclable Material Merchant Wholesalers 
42394	Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers 
423940	Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers 
42399	Other Miscellaneous Durable Goods Merchant Wholesalers 
423990	Other Miscellaneous Durable Goods Merchant Wholesalers 
424	Merchant Wholesalers, Nondurable Goods 
4241	Paper and Paper Product Merchant Wholesalers 
42411	Printing and Writing Paper Merchant Wholesalers 
424110	Printing and Writing Paper Merchant Wholesalers 
42412	Stationery and Office Supplies Merchant Wholesalers 
424120	Stationery and Office Supplies Merchant Wholesalers 
42413	Industrial and Personal Service Paper Merchant Wholesalers 
424130	Industrial and Personal Service Paper Merchant Wholesalers 
4242	Drugs and Druggists' Sundries Merchant Wholesalers 
42421	Drugs and Druggists' Sundries Merchant Wholesalers 
424210	Drugs and Druggists' Sundries Merchant Wholesalers 
4243	Apparel, Piece Goods, and Notions Merchant Wholesalers 
42431	Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers 
424310	Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers 
42434	Footwear Merchant Wholesalers 
424340	Footwear Merchant Wholesalers 
42435	Clothing and Clothing Accessories Merchant Wholesalers
424350	Clothing and Clothing Accessories Merchant Wholesalers
4244	Grocery and Related Product Merchant Wholesalers 
42441	General Line Grocery Merchant Wholesalers 
424410	General Line Grocery Merchant Wholesalers 
42442	Packaged Frozen Food Merchant Wholesalers 
424420	Packaged Frozen Food Merchant Wholesalers 
42443	Dairy Product (except Dried or Canned) Merchant Wholesalers 
424430	Dairy Product (except Dried or Canned) Merchant Wholesalers 
42444	Poultry and Poultry Product Merchant Wholesalers 
424440	Poultry and Poultry Product Merchant Wholesalers 
42445	Confectionery Merchant Wholesalers 
424450	Confectionery Merchant Wholesalers 
42446	Fish and Seafood Merchant Wholesalers 
424460	Fish and Seafood Merchant Wholesalers 
42447	Meat and Meat Product Merchant Wholesalers 
424470	Meat and Meat Product Merchant Wholesalers 
42448	Fresh Fruit and Vegetable Merchant Wholesalers 
424480	Fresh Fruit and Vegetable Merchant Wholesalers 
42449	Other Grocery and Related Products Merchant Wholesalers 
424490	Other Grocery and Related Products Merchant Wholesalers 
4245	Farm Product Raw Material Merchant Wholesalers 
42451	Grain and Field Bean Merchant Wholesalers 
424510	Grain and Field Bean Merchant Wholesalers 
42452	Livestock Merchant Wholesalers 
424520	Livestock Merchant Wholesalers 
42459	Other Farm Product Raw Material Merchant Wholesalers 
424590	Other Farm Product Raw Material Merchant Wholesalers 
4246	Chemical and Allied Products Merchant Wholesalers 
42461	Plastics Materials and Basic Forms and Shapes Merchant Wholesalers 
424610	Plastics Materials and Basic Forms and Shapes Merchant Wholesalers 
42469	Other Chemical and Allied Products Merchant Wholesalers 
424690	Other Chemical and Allied Products Merchant Wholesalers 
4247	Petroleum and Petroleum Products Merchant Wholesalers 
42471	Petroleum Bulk Stations and Terminals 
424710	Petroleum Bulk Stations and Terminals 
42472	Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) 
424720	Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) 
4248	Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers 
42481	Beer and Ale Merchant Wholesalers 
424810	Beer and Ale Merchant Wholesalers 
42482	Wine and Distilled Alcoholic Beverage Merchant Wholesalers 
424820	Wine and Distilled Alcoholic Beverage Merchant Wholesalers 
4249	Miscellaneous Nondurable Goods Merchant Wholesalers 
42491	Farm Supplies Merchant Wholesalers 
424910	Farm Supplies Merchant Wholesalers 
42492	Book, Periodical, and Newspaper Merchant Wholesalers 
424920	Book, Periodical, and Newspaper Merchant Wholesalers 
42493	Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers 
424930	Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers 
42494	Tobacco Product and Electronic Cigarette Merchant Wholesalers 
424940	Tobacco Product and Electronic Cigarette Merchant Wholesalers 
42495	Paint, Varnish, and Supplies Merchant Wholesalers 
424950	Paint, Varnish, and Supplies Merchant Wholesalers 
42499	Other Miscellaneous Nondurable Goods Merchant Wholesalers 
424990	Other Miscellaneous Nondurable Goods Merchant Wholesalers 
425	Wholesale Trade Agents and Brokers 
4251	Wholesale Trade Agents and Brokers 
42512	Wholesale Trade Agents and Brokers 
425120	Wholesale Trade Agents and Brokers 
	
44-45	Retail TradeT
441	Motor Vehicle and Parts Dealers 
4411	Automobile Dealers 
44111	New Car Dealers 
441110	New Car Dealers 
44112	Used Car Dealers 
441120	Used Car Dealers 
4412	Other Motor Vehicle Dealers 
44121	Recreational Vehicle Dealers 
441210	Recreational Vehicle Dealers 
44122	Motorcycle, Boat, and Other Motor Vehicle Dealers 
441222	Boat Dealers 
441227	Motorcycle, ATV, and All Other Motor Vehicle Dealers 
4413	Automotive Parts, Accessories, and Tire Retailers 
44133	Automotive Parts and Accessories Retailers 
441330	Automotive Parts and Accessories Retailers 
44134	Tire Dealers 
441340	Tire Dealers 
444	Building Material and Garden Equipment and Supplies Dealers 
4441	Building Material and Supplies Dealers 
44411	Home Centers 
444110	Home Centers 
44412	Paint and Wallpaper Retailers 
444120	Paint and Wallpaper Retailers 
44414	Hardware Retailers 
444140	Hardware Retailers 
44418	Other Building Material Dealers 
444180	Other Building Material Dealers 
4442	Lawn and Garden Equipment and Supplies Retailers 
44423	Outdoor Power Equipment Retailers 
444230	Outdoor Power Equipment Retailers 
44424	Nursery, Garden Center, and Farm Supply Retailers 
444240	Nursery, Garden Center, and Farm Supply Retailers 
445	Food and Beverage Retailers 
4451	Grocery and Convenience Retailers 
44511	Supermarkets and Other Grocery Retailers (except Convenience Retailers) 
445110	Supermarkets and Other Grocery Retailers (except Convenience Retailers) 
44513	Convenience Retailers and Vending Machine Operators 
445131	Convenience Retailers 
445132	Vending Machine Operators 
4452	Specialty Food Retailers 
44523	Fruit and Vegetable Retailers 
445230	Fruit and Vegetable Retailers 
44524	Meat Retailers 
445240	Meat Retailers 
44525	Fish and Seafood Retailers 
445250	Fish and Seafood Retailers 
44529	Other Specialty Food Retailers 
445291	Baked Goods Retailers 
445292	Confectionery and Nut Retailers 
445298	All Other Specialty Food Retailers 
4453	Beer, Wine, and Liquor Retailers 
44532	Beer, Wine, and Liquor Retailers 
445320	Beer, Wine, and Liquor Retailers 
449	Furniture, Home Furnishings, Electronics, and Appliance Retailers 
4491	Furniture and Home Furnishings Retailers 
44911	Furniture Retailers 
449110	Furniture Retailers 
44912	Home Furnishings Retailers 
449121	Floor Covering Retailers 
449122	Window Treatment Retailers 
449129	All Other Home Furnishings Retailers 
4492	Electronics and Appliance Retailers 
44921	Electronics and Appliance Retailers 
449210	Electronics and Appliance Retailers 
455	General Merchandise Retailers 
4551	Department Stores 
45511	Department Stores 
455110	Department Stores 
4552	Warehouse Clubs, Supercenters, and Other General Merchandise Retailers 
45521	Warehouse Clubs, Supercenters, and Other General Merchandise Retailers 
455211	Warehouse Clubs and Supercenters 
455219	All Other General Merchandise Retailers 
456	Health and Personal Care Retailers 
4561	Health and Personal Care Retailers 
45611	Pharmacies and Drug Retailers 
456110	Pharmacies and Drug Retailers 
45612	Cosmetics, Beauty Supplies, and Perfume Retailers 
456120	Cosmetics, Beauty Supplies, and Perfume Retailers 
45613	Optical Goods Retailers 
456130	Optical Goods Retailers 
45619	Other Health and Personal Care Retailers 
456191	Food (Health) Supplement Retailers 
456199	All Other Health and Personal Care Retailers 
457	Gasoline Stations and Fuel Dealers 
4571	Gasoline Stations 
45711	Gasoline Stations with Convenience Stores 
457110	Gasoline Stations with Convenience Stores 
45712	Other Gasoline Stations 
457120	Other Gasoline Stations 
4572	Fuel Dealers 
45721	Fuel Dealers 
457210	Fuel Dealers 
458	Clothing, Clothing Accessories, Shoe, and Jewelry Retailers 
4581	Clothing and Clothing Accessories Retailers 
45811	Clothing and Clothing Accessories Retailers 
458110	Clothing and Clothing Accessories Retailers 
4582	Shoe Retailers 
45821	Shoe Retailers 
458210	Shoe Retailers 
4583	Jewelry, Luggage, and Leather Goods Retailers 
45831	Jewelry Retailers 
458310	Jewelry Retailers 
45832	Luggage and Leather Goods Retailers 
458320	Luggage and Leather Goods Retailers 
459	Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers 
4591	Sporting Goods, Hobby, and Musical Instrument Retailers 
45911	Sporting Goods Retailers 
459110	Sporting Goods Retailers 
45912	Hobby, Toy, and Game Retailers 
459120	Hobby, Toy, and Game Retailers 
45913	Sewing, Needlework, and Piece Goods Retailers 
459130	Sewing, Needlework, and Piece Goods Retailers 
45914	Musical Instrument and Supplies Retailers 
459140	Musical Instrument and Supplies Retailers 
4592	Book Retailers and News Dealers 
45921	Book Retailers and News Dealers 
459210	Book Retailers and News Dealers 
4593	Florists 
45931	Florists 
459310	Florists 
4594	Office Supplies, Stationery, and Gift Retailers 
45941	Office Supplies and Stationery Retailers 
459410	Office Supplies and Stationery Retailers 
45942	Gift, Novelty, and Souvenir Retailers 
459420	Gift, Novelty, and Souvenir Retailers 
4595	Used Merchandise Retailers 
45951	Used Merchandise Retailers 
459510	Used Merchandise Retailers 
4599	Other Miscellaneous Retailers 
45991	Pet and Pet Supplies Retailers 
459910	Pet and Pet Supplies Retailers 
45992	Art Dealers 
459920	Art Dealers 
45993	Manufactured (Mobile) Home Dealers 
459930	Manufactured (Mobile) Home Dealers 
45999	All Other Miscellaneous Retailers 
459991	Tobacco, Electronic Cigarette, and Other Smoking Supplies Retailers 
459999	All Other Miscellaneous Retailers 
	
48-49	Transportation and WarehousingT
481	Air TransportationT 
4811	Scheduled Air TransportationT 
48111	Scheduled Air TransportationT 
481111	Scheduled Passenger Air Transportation 
481112	Scheduled Freight Air Transportation 
4812	Nonscheduled Air TransportationT 
48121	Nonscheduled Air TransportationT 
481211	Nonscheduled Chartered Passenger Air Transportation 
481212	Nonscheduled Chartered Freight Air Transportation 
481219	Other Nonscheduled Air Transportation 
482	Rail TransportationT 
4821	Rail TransportationT 
48211	Rail TransportationT 
482111	Line-Haul Railroads 
482112	Short Line Railroads 
483	Water TransportationT 
4831	Deep Sea, Coastal, and Great Lakes Water TransportationT 
48311	Deep Sea, Coastal, and Great Lakes Water TransportationT 
483111	Deep Sea Freight Transportation 
483112	Deep Sea Passenger Transportation 
483113	Coastal and Great Lakes Freight Transportation 
483114	Coastal and Great Lakes Passenger Transportation 
4832	Inland Water TransportationT 
48321	Inland Water TransportationT 
483211	Inland Water Freight Transportation 
483212	Inland Water Passenger Transportation 
484	Truck TransportationT 
4841	General Freight TruckingT 
48411	General Freight Trucking, LocalT 
484110	General Freight Trucking, Local 
48412	General Freight Trucking, Long-DistanceT 
484121	General Freight Trucking, Long-Distance, Truckload 
484122	General Freight Trucking, Long-Distance, Less Than Truckload 
4842	Specialized Freight TruckingT 
48421	Used Household and Office Goods MovingT 
484210	Used Household and Office Goods Moving
48422	Specialized Freight (except Used Goods) Trucking, LocalT 
484220	Specialized Freight (except Used Goods) Trucking, Local 
48423	Specialized Freight (except Used Goods) Trucking, Long-DistanceT 
484230	Specialized Freight (except Used Goods) Trucking, Long-Distance 
485	Transit and Ground Passenger TransportationT 
4851	Urban Transit SystemsT 
48511	Urban Transit SystemsT 
485111	Mixed Mode Transit Systems 
485112	Commuter Rail Systems 
485113	Bus and Other Motor Vehicle Transit Systems 
485119	Other Urban Transit Systems 
4852	Interurban and Rural Bus TransportationT 
48521	Interurban and Rural Bus TransportationT 
485210	Interurban and Rural Bus Transportation
4853	Taxi and Limousine ServiceT 
48531	Taxi and Ridesharing ServicesT 
485310	Taxi and Ridesharing Services 
48532	Limousine ServiceT 
485320	Limousine Service
4854	School and Employee Bus TransportationT 
48541	School and Employee Bus TransportationT 
485410	School and Employee Bus Transportation
4855	Charter Bus IndustryT 
48551	Charter Bus IndustryT 
485510	Charter Bus Industry
4859	Other Transit and Ground Passenger TransportationT 
48599	Other Transit and Ground Passenger TransportationT 
485991	Special Needs Transportation 
485999	All Other Transit and Ground Passenger Transportation 
486	Pipeline TransportationT 
4861	Pipeline Transportation of Crude OilT 
48611	Pipeline Transportation of Crude OilT 
486110	Pipeline Transportation of Crude Oil
4862	Pipeline Transportation of Natural GasT 
48621	Pipeline Transportation of Natural GasT 
486210	Pipeline Transportation of Natural Gas
4869	Other Pipeline TransportationT 
48691	Pipeline Transportation of Refined Petroleum ProductsT 
